Name,Breed,Weight,Height,Life Expectancy,Coat Length,Grooming Needs,Energy Level,Intelligence Level,Playfulness,Vocalization,Adaptability
Haruki,Siamese,4.4,22,12,1,1,7,7,10,9,8
Napoleon,Siamese,4.1,24,15,1,1,7,8,9,10,9
Banjo,Persian,7.0,28,11,3,3,5,6,5,2,4
Hobbes,Siamese,3.9,21,12,1,1,9,7,9,8,8
Baby Bear,Siamese,5.1,21,15,2,1,9,6,8,10,8
Aloha,Siamese,5.6,22,14,1,1,8,8,9,10,8
Oki,Siamese,4.9,21,15,1,1,9,8,9,10,10
Maeko,Siamese,5.0,24,14,2,1,9,6,8,9,9
Keiko,Siamese,3.5,20,15,1,1,7,6,10,9,9
Caramel,Siamese,4.5,23,15,1,1,7,6,8,9,8
Cuddlebug,Siamese,5.2,23,14,2,1,8,7,9,9,9
Buddha,Siamese,5.0,25,14,2,1,7,6,8,8,9
Hisoka,Sphynx,3.3,27,14,0,0,7,5,7,9,9
Cookie,Siamese,3.7,23,14,2,1,7,6,9,10,8
Avalon,Siamese,4.2,21,12,2,1,9,6,8,10,10
Booboo,Siamese,3.1,21,13,2,1,8,7,8,9,8
Barbie,Siamese,3.8,22,14,2,1,8,6,8,10,8
Sora,Siamese,4.9,26,12,2,1,7,7,10,8,8
Goldie,Siamese,3.6,20,14,2,1,9,7,10,8,9
Bubble,Persian,3.7,28,10,3,3,4,6,5,3,6
Phoenix,Siamese,4.1,23,12,2,1,8,6,8,10,10
Akira,Bengal,6.1,28,15,1,1,10,7,10,6,7
Sho,Siamese,3.7,26,13,1,1,7,8,9,10,10
Chipmunk,Siamese,5.1,26,12,1,1,9,8,8,8,8
Twiggie,Siamese,3.2,22,14,1,1,9,8,10,8,10
Ramses,Siamese,3.8,25,13,2,1,8,6,9,8,8
Kiyoshi,Siamese,3.6,20,14,1,1,9,8,10,9,8
Mittens,Siamese,3.1,25,13,1,1,8,8,10,10,10
Penelope,Siamese,3.8,21,15,1,1,8,6,9,9,10
Yoshi,Siamese,4.3,23,15,2,1,7,8,8,8,10
Euripides,Siamese,4.7,24,15,1,1,8,7,8,9,9
Kabuki,Siamese,4.6,20,15,2,1,7,7,9,9,8
Saki,Bengal,7.8,33,12,1,1,10,8,9,6,7
Kitty,Siamese,4.6,21,12,1,1,8,6,10,8,8
Pixie,Siamese,4.3,25,14,1,1,9,8,8,9,9
Stumbles,Siamese,5.7,21,14,1,1,7,6,10,9,8
Dumpling,Siamese,4.0,24,15,2,1,9,8,9,10,10
Blueberry,Siamese,4.6,25,15,2,1,8,7,9,10,8
Pharaoh,Bengal,6.9,35,16,2,1,9,8,9,6,8
Michi,Siamese,5.4,23,14,2,1,8,7,9,9,9
Cuddles,Siamese,4.9,25,13,2,1,8,6,9,9,10
Bumble,Siamese,4.8,21,14,1,1,8,6,10,8,9
Christmas,Siamese,4.6,21,14,1,1,8,8,10,8,8
Radar,Persian,6.3,26,11,3,3,3,6,5,2,4
Kimi,Siamese,5.7,23,13,2,1,9,7,10,9,9
Moonbeam,Siamese,5.5,26,14,2,1,7,8,10,10,9
Yoshi,Bengal,6.7,25,16,2,1,10,8,10,8,7
Nugget,Siamese,4.6,26,14,1,1,8,6,9,8,8
Muggles,Siamese,3.5,25,12,1,1,8,6,10,9,10
Empress,Ragdoll,6.6,28,17,3,2,3,6,4,4,6
Yoko,Siamese,5.3,26,12,1,1,9,7,8,10,8
Picasso,Siamese,5.7,22,12,2,1,7,8,9,9,10
Amaya,Siamese,4.4,22,15,1,1,7,8,8,8,10
French,Siamese,5.7,21,15,1,1,8,8,9,10,10
Bambi,Siamese,3.4,25,15,2,1,8,7,10,9,8
Juro,Ragdoll,4.8,28,12,3,2,5,5,5,2,6
Cupcake,Persian,3.9,26,12,3,3,4,4,5,2,5
Donatello,Abyssinian,3.4,25,14,2,0,8,7,9,7,8
Enigma,Khao Manee,4.4,25,13,2,1,7,8,8,3,10
Nesca,Siamese,3.7,24,14,2,1,8,6,10,9,9
Haruki,Siamese,3.9,26,13,1,1,9,6,8,10,9
Iggy,Siamese,4.9,25,13,1,1,9,6,8,9,9
Goldilocks,Siamese,3.1,21,13,2,1,7,6,10,9,10
Fonzie,Siamese,4.1,26,14,1,1,8,7,10,10,9
Tarzan,Siamese,5.8,25,12,2,1,8,6,9,9,8
Katsuo,Siamese,5.9,23,12,1,1,7,7,8,10,10
Daisuke,Persian,5.1,26,12,3,3,4,6,3,3,5
Bambi,Siamese,3.4,26,15,1,1,7,6,9,8,9
Tipsy,Sphynx,4.2,20,13,0,0,6,7,6,9,8
Naoko,British Shorthair,6.7,30,13,2,1,4,6,5,3,6
Zorro,Siamese,5.5,24,13,1,1,7,7,8,10,10
Aloha,Siamese,5.8,25,12,2,1,9,8,10,8,8
Tempo,Siamese,4.7,22,13,1,1,7,7,8,9,8
Rumi,Sphynx,4.8,22,14,0,0,7,6,6,9,9
Kohana,Siamese,4.0,20,15,2,1,8,8,10,10,10
Sorrell,Siamese,4.2,20,14,2,1,7,6,8,8,8
Yuki,Siamese,6.0,25,14,1,1,9,8,10,10,10
Ichiro,Bengal,5.3,26,15,1,1,9,6,10,7,7
Ken,Siamese,4.2,25,15,1,1,7,6,9,8,8
Trinity,Siamese,4.4,23,13,2,1,9,7,10,10,10
Kin,Siamese,5.9,20,15,1,1,8,6,9,10,10
Hikari,Siamese,4.0,20,13,1,1,7,8,10,8,10
Goldie,Ragdoll,7.7,29,15,3,2,5,5,4,3,6
Barbie,Siamese,4.3,26,13,1,1,8,7,9,8,9
Pawsie,Khao Manee,3.2,23,15,1,1,7,6,7,3,10
Jiro,Siamese,3.0,21,14,1,1,8,8,10,9,8
Vega,Persian,4.0,29,15,3,3,5,6,4,2,5
Sassy,Siamese,5.6,25,15,1,1,8,8,8,9,9
Sumo,Persian,5.8,27,11,3,3,5,6,4,2,5
Mirage,Siamese,3.7,21,12,1,1,7,6,8,8,9
Button,Siamese,4.3,21,15,2,1,8,6,9,9,9
Yumi,Abyssinian,4.2,21,15,2,0,9,8,7,5,8
Kin,Siamese,4.9,24,13,2,1,8,7,10,8,8
Rainbow,Siamese,3.7,22,13,1,1,7,6,9,10,9
Butterfly,Bengal,6.0,25,13,1,1,9,6,9,6,8
Tortie,Siamese,5.7,25,12,2,1,7,8,8,10,9
Midori,Siamese,3.2,26,14,2,1,7,8,9,9,9
Cosmo,Siamese,4.8,26,14,2,1,9,7,8,10,10
Cho,Siamese,5.9,24,14,1,1,9,8,8,10,9
Logo,Persian,3.9,30,10,3,3,5,6,3,2,4
Kuro,Khao Manee,4.9,21,12,2,1,7,8,8,3,10
Rei,Abyssinian,3.3,22,12,1,0,9,7,7,5,9
Bootsy,Siamese,4.9,25,15,1,1,9,8,9,10,9
Rei,Siamese,3.0,25,14,1,1,8,8,10,9,8
Alaska,Abyssinian,3.6,23,13,1,0,8,8,8,7,10
Yoko,Siamese,3.1,24,13,1,1,9,7,8,10,9
Bubbles,Abyssinian,3.4,22,12,1,0,8,8,9,5,10
Minerva,Siamese,5.3,23,15,1,1,7,6,8,8,9
Biscuit,Siamese,4.2,24,12,2,1,8,6,8,10,9
Enigma,Munchkin,2.1,19,12,2,1,7,6,7,5,8
Simba,Siamese,5.3,22,13,1,1,9,7,10,10,8
Gemini,Siamese,3.2,22,12,2,1,9,6,9,9,9
Cuddlebug,Abyssinian,3.1,21,10,1,0,8,7,8,5,10
Chika,Persian,6.6,26,15,3,3,5,5,4,2,4
Munchkin,Siamese,5.1,24,14,1,1,9,8,8,8,10
Rainbow,Siamese,5.4,21,14,1,1,9,8,10,9,9
Haiku,Siamese,5.9,20,13,2,1,8,7,10,8,9
Bubbles,Siamese,3.8,24,15,2,1,7,7,10,10,9
Hisashi,Siamese,5.4,22,14,2,1,8,8,9,10,9
Saki,Siamese,3.1,26,12,1,1,9,7,8,9,9
Ozzy,Ragdoll,6.6,31,16,3,2,3,7,5,3,8
Gemini,Siamese,5.2,20,14,1,1,7,7,10,9,8
Muppet,Siamese,5.3,20,12,1,1,7,8,9,10,10
Koto,Siamese,4.8,24,12,1,1,7,7,10,8,8
Dimples,Siamese,5.3,24,13,1,1,9,8,9,10,10
Ambrosia,Siamese,6.0,26,13,2,1,8,8,9,10,8
Marigold,Khao Manee,3.0,25,15,1,1,8,6,7,5,10
Hisoka,Siamese,3.7,24,14,2,1,9,7,8,10,10
Pixie,Siamese,5.1,23,12,1,1,9,6,9,9,8
Bonbon,Siamese,4.6,21,13,1,1,9,8,10,9,8
Zippy,Abyssinian,3.2,26,12,1,0,9,6,7,6,9
Aimi,Khao Manee,3.3,20,14,1,1,6,6,7,3,8
Rickles,Siamese,3.3,23,12,1,1,9,7,10,9,10
Bubbles,Siamese,5.0,25,12,1,1,9,8,10,8,10
Akira,Siamese,4.5,21,15,2,1,7,8,10,8,9
Taka,Munchkin,2.7,19,14,1,1,7,7,8,4,8
Dewdrop,Siamese,3.5,22,15,2,1,9,6,10,8,10
Cloudy,Siamese,5.8,22,12,2,1,7,7,9,8,10
Haru,Siamese,3.6,22,14,2,1,9,8,8,8,10
Oki,Siamese,4.0,26,13,1,1,9,7,8,8,10
Quest,Siamese,4.7,22,12,1,1,8,8,9,9,9
More,Siamese,3.6,25,14,2,1,8,7,9,8,9
Hideki,Siamese,5.7,21,15,2,1,9,8,10,8,8
Augustus,Siamese,3.2,22,13,1,1,8,6,8,10,9
Penguin,Siamese,4.6,23,15,2,1,8,7,10,9,10
Michio,British Shorthair,4.7,29,14,2,1,6,7,4,3,6
Cute,Siamese,3.8,20,14,1,1,9,6,8,8,9
Calico,Siamese,4.3,21,14,2,1,8,6,10,8,9
Flower,Siamese,3.3,26,15,1,1,9,7,9,10,8
YinYang,Siamese,4.6,23,12,2,1,9,6,9,8,8
Aimi,Siamese,3.9,26,13,1,1,7,8,9,10,10
Hobbes,Siamese,4.5,20,13,2,1,9,6,9,10,9
Dejavu,Siamese,5.9,23,14,2,1,8,6,10,9,9
Orion,Khao Manee,4.9,20,14,1,1,6,7,9,5,8
Ryu,Siamese,3.6,22,12,1,1,9,7,10,8,8
Fonzie,Siamese,3.0,23,13,1,1,7,7,8,9,10
Bluebell,Sphynx,3.8,23,13,0,0,6,7,5,8,9
Cashmere,Siamese,4.9,26,15,1,1,7,7,9,8,10
Goldie,Siamese,5.6,24,14,2,1,9,8,10,10,9
Schmoopy,Abyssinian,4.4,23,15,2,0,8,8,7,7,8
Hunny Bunny,Khao Manee,3.1,22,16,1,1,6,7,7,5,8
Koto,Siamese,4.4,22,13,1,1,9,7,8,9,9
Sho,Siamese,3.3,23,15,2,1,9,6,9,9,10
Ayame,Siamese,4.8,24,12,1,1,8,8,8,8,10
Nesca,Siamese,3.1,25,14,1,1,8,8,8,8,8
Chipmunk,Siamese,5.3,25,12,2,1,8,6,9,10,10
Hazel,Siamese,3.7,20,13,2,1,7,8,8,8,10
Regala,Siamese,4.4,26,14,1,1,9,8,9,8,10
Rishi,Siamese,3.6,21,14,2,1,8,7,9,9,9
Typhoon,Sphynx,4.1,26,12,0,0,6,7,6,9,7
Cotton Candy,Khao Manee,4.4,22,13,2,1,8,8,8,4,9
Empress,Siamese,4.9,24,12,2,1,9,6,8,9,10
Dimples,Sphynx,3.8,22,14,0,0,8,6,6,9,9
Buttercup,Siamese,5.6,22,14,2,1,7,7,10,8,8
Chipmunk,Siamese,5.0,20,13,2,1,8,7,9,8,9
Emi,Siamese,3.8,20,12,1,1,7,6,10,10,10
Doraemon,Sphynx,3.3,26,14,0,0,8,6,6,7,9
Domo,Sphynx,4.4,25,14,0,0,7,5,7,9,8
Godiva,Persian,6.7,30,10,3,3,5,4,3,3,6
Sora,Siamese,4.2,20,14,2,1,7,7,10,10,10
Boo,Siamese,3.1,22,12,1,1,9,6,9,8,10
Frisky,Siamese,4.6,26,13,1,1,8,8,8,9,9
Koto,Siamese,4.9,21,12,2,1,8,7,8,9,10
Adorable,Siamese,3.2,20,15,1,1,7,8,9,9,9
Akihiko,Siamese,3.5,24,13,1,1,9,6,9,10,10
Sake,Siamese,4.4,20,15,1,1,7,6,10,9,10
Snugums,Siamese,3.3,25,12,2,1,9,7,10,9,10
Baby Doll,Siamese,5.1,24,14,2,1,9,6,8,10,10
Sugar,Siamese,3.7,25,14,2,1,9,8,10,10,10
Napoleon,Siamese,4.2,21,12,1,1,9,7,10,10,10
Deja,Siamese,5.2,20,13,2,1,7,7,8,10,9
Masi,Munchkin,2.2,20,14,2,1,6,6,8,4,7
Satya,Persian,5.6,27,15,3,3,3,6,5,4,4
Blueberry,Siamese,3.7,21,12,1,1,7,8,10,10,9
Nintendo,Siamese,3.3,22,12,2,1,8,6,8,10,8
Akira,Siamese,3.7,26,15,1,1,8,8,8,8,9
Nietzsche,Abyssinian,3.7,20,11,2,0,9,8,8,6,10
Regala,Siamese,6.0,23,12,1,1,7,7,9,9,9
Zaiden,Siamese,5.3,23,13,2,1,7,7,9,8,10
Fantasy,Siamese,5.5,20,12,2,1,9,7,9,8,9
Nutmeg,Siamese,3.4,23,13,2,1,8,8,9,8,8
Yukio,Siamese,3.9,20,15,1,1,9,8,8,10,9
Munchkin,Persian,4.1,29,13,3,3,5,4,5,3,5
Pixie,Siamese,5.1,23,15,1,1,7,8,8,9,8
Tuggles,Siamese,4.5,25,12,2,1,9,7,10,8,9
Whiskers,Abyssinian,3.4,25,14,1,0,8,8,9,6,8
Wiggles,Siamese,3.9,26,13,1,1,7,6,10,9,8
Dai,Siamese,4.4,21,15,2,1,7,7,9,10,10
Akihiro,Siamese,3.7,26,13,1,1,7,6,10,10,8
Hobo,Siamese,4.6,24,14,2,1,7,8,10,10,9
YinYang,Siamese,6.0,24,15,2,1,8,8,10,8,8
Catwoman,Siamese,4.3,22,15,2,1,9,8,10,8,10
French,Khao Manee,3.2,24,13,1,1,6,7,9,4,10
Fantasy,Munchkin,3.2,17,12,1,1,6,8,8,6,9
Sorrell,Bengal,5.8,29,12,1,1,9,8,9,8,8
Sumo,Siamese,3.6,20,14,1,1,7,6,10,10,8
Milkshake,Siamese,4.9,21,15,2,1,8,6,9,8,8
Tamika,Siamese,5.1,22,13,2,1,9,7,9,10,9
Wicca,Siamese,5.5,22,12,2,1,7,8,10,9,10
Navajo,Siamese,3.3,22,13,2,1,7,7,8,8,8
Hugo,Persian,3.4,32,12,3,3,4,4,3,4,4
Mars,Siamese,5.1,23,15,2,1,7,7,10,10,9
Bootsy,Persian,6.8,25,14,3,3,4,5,4,4,6
Osprey,Bengal,4.8,27,13,1,1,9,8,9,6,8
Naoko,Siamese,3.3,21,13,1,1,7,8,9,10,10
Oki,Siamese,3.4,24,12,2,1,8,8,8,10,8
Dizzy,Siamese,5.2,26,14,1,1,9,7,9,8,9
Pixie,Siamese,5.0,25,12,2,1,7,6,8,8,8
Tamika,Siamese,4.7,24,12,1,1,9,6,9,10,8
Amaya,Persian,4.3,29,15,3,3,3,6,5,2,4
Daisy,Siamese,5.0,20,12,1,1,8,8,9,9,9
Huggie,Siamese,5.5,23,12,2,1,9,6,9,10,10
Whiskers,Siamese,5.4,24,13,2,1,9,7,8,9,9
Haruki,Siamese,3.5,23,13,2,1,9,7,9,10,10
French,Khao Manee,3.3,24,12,2,1,6,7,8,3,8
Katsuo,Khao Manee,4.9,23,13,2,1,8,7,9,4,10
Christmas,Siamese,4.6,24,15,2,1,8,8,8,8,9
Rei,Sphynx,3.3,25,14,0,0,8,5,5,9,9
Electro,Siamese,3.4,26,14,1,1,7,7,10,9,8
Jimbo,Siamese,3.2,23,12,1,1,8,8,10,10,10
Ziggy,Persian,6.7,27,12,3,3,5,6,5,2,5
Gemini,Siamese,4.9,21,12,2,1,9,7,10,8,10
Tabby,Bengal,6.0,33,13,1,1,9,6,10,7,8
Cute,Siamese,5.7,23,15,2,1,8,8,8,8,10
Giggles,Siamese,3.0,21,13,1,1,8,7,8,8,9
Lancelot,Siamese,3.3,22,13,1,1,7,7,8,9,9
Aragorn,Siamese,5.6,21,13,1,1,9,6,9,8,10
Kyoko,Siamese,3.8,23,12,2,1,7,7,10,8,10
Blueberry,Siamese,5.1,21,12,2,1,9,8,10,9,10
Sapphire,Siamese,3.0,25,13,2,1,8,7,8,8,9
Flipper,Siamese,5.1,26,13,2,1,7,6,8,10,9
Qwerty,Siamese,4.3,21,14,2,1,9,7,8,8,9
Peaches,Sphynx,3.1,26,14,0,0,6,6,5,9,9
Muffin,Siamese,4.0,25,14,2,1,7,6,8,8,9
Esperanto,Siamese,4.4,26,15,2,1,7,8,8,10,9
Aragorn,Bengal,4.7,34,14,1,1,10,6,10,6,9
Daffodil,Siamese,6.0,21,12,1,1,9,7,10,9,10
Muffin,Bengal,4.9,29,12,1,1,8,8,10,8,9
Cuddlebug,Bengal,4.9,33,16,2,1,9,6,10,6,7
Cricket,Siamese,5.2,25,14,1,1,7,6,9,10,8
Bambi,Siamese,5.2,25,14,1,1,9,6,9,9,8
Polkadot,Siamese,4.2,21,12,1,1,7,6,9,9,8
Masaaki,Abyssinian,4.4,24,12,2,0,9,8,8,7,8
Marigold,Bengal,6.9,29,14,2,1,9,7,10,8,9
Sweetie,Bengal,7.3,32,15,1,1,8,6,10,8,7
Winky,Siamese,4.9,22,14,2,1,7,6,8,8,8
Nariko,Abyssinian,3.6,24,13,2,0,7,7,9,6,8
Eiko,Siamese,5.8,24,15,1,1,7,8,10,10,8
Rosie,Siamese,4.8,26,12,1,1,9,8,8,8,8
Picasso,Siamese,4.9,20,13,2,1,7,7,8,8,9
Sake,Siamese,5.7,22,15,2,1,8,7,8,10,10
Hickle,Siamese,3.5,22,15,2,1,9,7,10,8,8
Sax,Siamese,3.1,25,12,1,1,9,7,10,8,8
Masaaki,Siamese,5.3,21,12,2,1,7,8,9,8,10
Aiko,Siamese,3.0,22,12,2,1,7,7,8,8,8
Michi,Siamese,3.3,24,12,1,1,9,8,9,8,8
Yukio,Siamese,3.4,23,14,2,1,9,6,10,9,8
Sweetie,Siamese,3.5,20,14,2,1,9,6,8,8,10
Sho,Persian,5.6,25,15,3,3,5,4,5,3,4
Nugget,Siamese,5.4,22,12,1,1,9,6,10,10,9
Minoru,Siamese,5.6,20,12,2,1,9,7,8,10,8
Guinevere,Siamese,3.9,24,13,1,1,7,8,9,9,9
Yamaha,Siamese,5.7,25,14,1,1,8,6,8,9,9
Pumpkin,Siamese,4.2,22,12,1,1,7,7,8,10,8
Jimbo,Siamese,4.7,23,13,2,1,7,6,9,10,9
Snugums,Siamese,6.0,26,12,1,1,7,7,8,9,8
Kioko,Ragdoll,8.5,28,14,3,2,4,7,6,3,7
Hunny Bunny,Persian,3.7,32,11,3,3,3,4,4,3,6
Button,Khao Manee,4.2,26,13,1,1,6,8,9,5,8
Hisoka,Siamese,5.8,24,12,1,1,8,7,8,10,9
Kabuki,Siamese,4.6,22,13,1,1,9,8,10,9,9
Mookie,Abyssinian,4.7,26,13,2,0,7,7,8,6,9
Icicles,Scottish Fold,4.1,24,13,2,2,4,6,6,4,8
Hobo,Siamese,5.2,22,14,1,1,9,7,9,10,10
Shiro,Abyssinian,3.8,26,15,1,0,7,6,8,6,9
Popcorn,Siamese,3.0,26,13,2,1,8,6,10,8,9
Truffles,Siamese,4.6,22,13,1,1,7,6,9,8,8
Kameko,Siamese,4.4,25,12,1,1,9,6,9,9,10
Snowball,Siamese,4.9,23,12,1,1,8,8,10,8,9
Buttercup,Siamese,5.9,21,12,2,1,8,8,9,8,9
Maeko,Siamese,3.6,26,13,2,1,7,8,10,10,8
Boo,Siamese,5.2,21,13,2,1,7,6,10,8,8
Minoru,Siamese,3.8,22,14,1,1,8,6,8,9,10
Aiko,Siamese,5.6,26,13,1,1,9,8,10,10,8
Cashmere,Siamese,3.9,20,12,2,1,7,6,10,10,8
Kohana,Siamese,4.1,21,12,1,1,8,6,8,10,8
Licorice,Siamese,5.5,21,15,1,1,9,8,10,9,8
Phoenix,Siamese,5.3,21,14,2,1,8,7,10,8,10
Electra,Siamese,4.8,22,14,1,1,9,7,10,8,10
Cricket,Siamese,5.6,20,15,2,1,8,7,8,9,8
Tarzan,Siamese,5.6,20,12,2,1,9,6,8,10,8
Shiraz,Siamese,6.0,24,14,2,1,7,8,8,8,10
Giggles,Khao Manee,3.5,23,15,2,1,8,8,8,3,8
Hikari,Siamese,5.5,24,15,2,1,8,7,10,10,9
Harmonica,Siamese,4.5,24,12,2,1,9,6,8,9,9
Misty,Siamese,4.1,26,14,1,1,8,6,10,9,10
Bitsi,Abyssinian,4.7,24,11,2,0,9,6,9,7,10
Michi,Siamese,5.9,20,14,1,1,7,8,10,8,8
Hercules,Siamese,4.5,20,12,2,1,9,8,9,10,8
Ruby,Siamese,5.6,23,13,2,1,8,7,9,8,9
Calypso,Siamese,3.5,20,13,1,1,7,6,8,9,10
Diva,Siamese,3.5,25,15,1,1,8,6,8,10,8
Calypso,Sphynx,3.5,21,12,0,0,8,7,7,9,7
Checkers,Siamese,4.0,21,14,2,1,8,6,9,10,10
Huggie,Siamese,5.7,25,13,2,1,9,6,9,10,10
Tofu,Siamese,3.1,20,15,1,1,9,8,8,10,8
Stumbles,Siamese,4.1,22,13,2,1,7,6,8,10,9
Button,Siamese,5.9,22,13,2,1,8,8,8,8,8
Sake,Siamese,3.4,23,13,1,1,7,6,8,10,10
Unique,Siamese,5.8,22,15,1,1,8,7,10,10,10
Prince,Siamese,5.6,25,13,1,1,8,8,10,9,10
Catnip,Siamese,4.0,20,14,1,1,9,6,8,9,9
Christmas,Sphynx,3.6,25,12,0,0,7,5,5,8,9
Rickles,Abyssinian,3.0,20,14,1,0,7,6,8,6,9
Zippy,Siamese,3.9,20,12,2,1,8,6,9,9,9
Buggles,Siamese,3.6,22,13,2,1,8,7,10,10,9
Karma,Siamese,4.1,24,14,1,1,7,7,9,9,10
Hugo,Persian,4.1,29,14,3,3,5,4,5,2,5
Pumpkin,Siamese,5.3,20,12,1,1,9,7,9,10,8
Nori,Siamese,3.3,24,13,2,1,8,6,9,9,9
Caramel,Siamese,5.7,26,13,1,1,9,6,10,10,8
Wiggles,Sphynx,3.1,23,14,0,0,8,7,7,7,8
Navajo,Bengal,5.9,33,13,2,1,9,6,10,6,7
Norio,Khao Manee,3.1,20,16,1,1,6,8,7,4,9
Mookie,Siamese,5.8,21,15,1,1,7,7,8,9,8
Willow,Siamese,5.8,25,12,2,1,7,6,9,10,10
Zorro,Siamese,5.4,25,14,1,1,8,7,9,9,10
Blossom,Siamese,3.8,23,14,1,1,8,7,8,9,10
Champ,Siamese,4.0,23,15,1,1,9,8,10,10,10
Ladybug,Persian,3.6,29,10,3,3,5,5,3,2,5
Muffin,Siamese,3.5,23,12,1,1,7,7,9,10,10
Bella,Siamese,3.2,20,12,1,1,8,6,8,10,9
Vista,Siamese,5.0,22,12,1,1,7,7,10,10,10
Adorable,Siamese,5.0,24,15,2,1,8,8,10,10,9
Lucky,Siamese,5.3,26,13,1,1,9,6,8,8,10
Sweetness,Bengal,7.8,27,15,1,1,8,7,10,8,7
Dai,Siamese,4.8,20,13,2,1,9,6,8,9,9
Hippie,Siamese,4.0,24,12,2,1,9,8,9,10,10
Makoto,Siamese,5.9,22,13,1,1,8,8,8,8,8
Karma,Sphynx,3.5,20,12,0,0,7,6,5,9,7
Waffles,Siamese,4.2,24,12,2,1,9,8,8,8,8
Shiraz,Siamese,4.4,21,14,1,1,9,7,9,9,8
Pumpkin,Bengal,6.4,27,15,2,1,8,8,9,6,7
Sparkles,Siamese,5.5,24,15,2,1,7,7,9,8,10
Tuggles,Siamese,3.6,26,12,1,1,9,8,10,9,8
Victor,Siamese,5.2,25,15,1,1,7,6,10,8,10
Domo,Siamese,5.3,23,14,1,1,8,8,8,10,8
Rickles,Bengal,7.3,29,12,1,1,8,7,10,7,8
Bumble,Siamese,5.3,24,12,1,1,9,6,8,8,9
Taka,Siamese,3.5,22,15,1,1,9,6,8,9,9
Domo,Khao Manee,4.4,23,14,1,1,7,8,7,5,10
Marbles,Siamese,4.1,26,15,2,1,8,8,9,8,10
Hideko,Siamese,4.9,23,12,2,1,8,6,10,10,9
Vega,Siamese,4.0,25,14,1,1,9,8,8,9,8
Hercules,Bengal,7.6,26,15,1,1,8,6,10,6,8
Diva,Siamese,6.0,20,14,2,1,7,6,9,9,10
YinYang,Siamese,4.8,24,12,2,1,7,6,8,9,10
Amaya,Siamese,5.0,25,14,2,1,8,6,9,8,8
Yori,Siamese,3.6,24,13,1,1,8,8,9,8,9
Willow,Siamese,5.0,24,12,2,1,7,7,8,8,9
Sassy,Abyssinian,4.2,23,12,1,0,7,7,8,5,9
Amore,Persian,5.4,28,10,3,3,3,5,5,4,5
Ryoko,Siamese,3.8,23,14,1,1,8,7,9,9,8
Adorable,Siamese,4.9,22,13,1,1,7,8,10,9,10
Cloudy,Abyssinian,3.7,23,15,1,0,7,7,8,6,8
Calico,Siamese,5.8,21,13,2,1,9,6,8,8,10
Naoko,Siamese,3.9,23,15,1,1,9,8,10,9,8
Vida,Siamese,5.6,22,13,2,1,7,6,9,8,8
Pussycat,Siamese,3.5,24,14,2,1,9,8,9,9,8
Haru,Siamese,4.1,21,12,1,1,8,6,10,8,10
Beowulf,Siamese,4.3,25,15,1,1,9,6,8,10,9
Bumble,Siamese,4.1,26,15,1,1,7,8,8,8,8
Houdini,Siamese,4.1,24,13,2,1,7,7,10,10,9
Sparkles,Khao Manee,4.8,22,15,2,1,8,8,7,3,8
Zen,Siamese,5.0,26,13,1,1,9,6,8,9,10
Buttercup,Siamese,3.1,26,14,1,1,7,6,9,10,9
Squirrel,Munchkin,4.0,19,12,2,1,6,6,8,5,7
Rosie,Siamese,5.3,25,13,2,1,7,7,10,10,9
Purrfect,Siamese,4.5,22,12,1,1,9,6,10,10,10
Snuggles,Siamese,4.7,26,13,1,1,9,8,10,9,8
Cute,Abyssinian,3.2,26,15,1,0,7,7,9,7,10
Pumpkin,Siamese,3.7,24,15,2,1,7,7,8,10,10
Lynx,Siamese,4.0,26,14,2,1,8,6,8,8,9
Kei,Siamese,4.3,20,13,2,1,8,7,8,8,10
Trinity,Siamese,3.9,20,15,2,1,9,8,9,8,10
Rei,Siamese,5.7,21,15,2,1,7,8,8,9,8
Snuggles,Siamese,4.7,24,15,2,1,9,7,9,8,10
Rei,Khao Manee,4.9,20,12,1,1,6,7,9,4,9
Aimi,Bengal,5.2,31,14,1,1,10,6,9,8,8
Violet,Abyssinian,3.5,20,12,1,0,7,8,9,7,9
Daiki,Siamese,3.8,20,12,2,1,9,8,10,10,10
Hiccup,Siamese,3.3,20,12,1,1,9,6,10,8,9
Hemingway,Siamese,5.0,25,13,2,1,9,8,9,10,9
Gala,Siamese,5.6,22,12,1,1,7,8,9,10,9
Bonbon,Siamese,4.6,23,13,2,1,7,7,9,8,8
Hideo,Siamese,4.4,24,12,2,1,7,7,8,8,8
Hobbes,Khao Manee,3.9,24,14,1,1,7,6,7,4,8
Deja,Siamese,3.6,25,14,2,1,7,6,9,8,10
Slinky,Sphynx,3.7,26,13,0,0,7,7,7,8,8
Oki,Siamese,3.3,22,12,1,1,7,8,9,10,9
Blossom,Persian,5.5,31,11,3,3,4,4,5,3,4
Asami,Siamese,4.5,24,14,2,1,7,7,8,8,10
Cookie,Siamese,3.7,23,15,1,1,9,8,9,8,8
Noodles,Bengal,6.7,33,12,1,1,10,6,10,8,8
Hana,Siamese,4.5,25,14,2,1,9,7,8,8,9
Hikari,Siamese,4.8,26,12,1,1,7,6,8,8,8
Misty,Siamese,3.2,23,14,2,1,7,7,9,9,10
Asami,Siamese,5.3,20,14,2,1,7,7,10,10,9
Akina,Siamese,4.0,22,12,1,1,8,6,8,8,10
Snowbell,Siamese,4.4,24,14,1,1,9,6,8,8,9
