Name,Breed,Weight,Height,Life Expectancy,Coat Length,Grooming Needs,Energy Level,Intelligence Level,Playfulness,Vocalization,Adaptability
Ariel,Abyssinian,4.8,23,10,2,0,9,7,8,6,8
Ryu,Sphynx,3.8,20,12,0,0,8,6,6,9,8
Crocket,Sphynx,3.7,21,12,0,0,7,6,6,9,8
Dewdrop,Persian,4.5,26,13,3,3,5,4,4,2,5
Haiku,Khao Manee,4.4,24,14,1,1,8,7,8,4,9
Rainbow,Persian,5.1,31,14,3,3,3,4,4,3,5
Kipling,Bengal,6.1,27,15,1,1,9,8,10,6,8
Ambrosia,Scottish Fold,4.0,25,13,2,2,6,6,5,3,7
Kipling,Abyssinian,3.6,22,11,2,0,9,8,7,6,8
Moses,Munchkin,3.8,17,14,1,1,7,6,8,4,7
Fresca,Sphynx,4.0,24,14,0,0,8,6,6,8,7
Geneva,Khao Manee,3.0,22,15,1,1,8,7,9,3,8
Jiro,Scottish Fold,4.0,25,15,3,2,4,7,7,3,9
Mai,Siamese,4.0,20,14,1,1,8,7,9,9,9
Simba,British Shorthair,4.4,28,15,1,1,6,5,4,3,7
Lagos,Scottish Fold,3.1,21,15,3,2,4,8,5,5,7
Misty,Khao Manee,4.5,26,13,1,1,7,7,8,3,8
Domo,Ragdoll,7.6,25,15,3,2,4,5,6,4,6
Sassy,British Shorthair,4.3,26,15,1,1,5,5,5,4,6
Hippie,Scottish Fold,4.1,23,12,3,2,4,8,5,4,7
Calypso,Khao Manee,3.1,21,14,2,1,7,6,7,5,9
Godiva,Bengal,6.5,33,12,2,1,10,7,10,7,7
Chika,Sphynx,3.5,24,14,0,0,6,6,5,7,8
Nintendo,Siamese,5.2,26,14,2,1,8,6,10,9,9
Figaro,Sphynx,4.0,23,12,0,0,8,7,6,8,8
Napoleon,Ragdoll,4.5,28,12,3,2,5,7,6,4,7
Yoshi,Ragdoll,4.6,32,16,3,2,4,5,4,4,6
Kabuki,Persian,3.8,32,15,3,3,5,5,3,3,5
Yoko,Siamese,3.7,23,15,1,1,8,8,9,8,10
Ruby,Siamese,5.6,22,13,2,1,9,7,8,8,10
Masuru,British Shorthair,6.0,26,16,1,1,5,7,5,3,8
Mitsuo,Ragdoll,5.3,28,17,3,2,4,7,5,3,6
Haiku,Munchkin,2.7,21,14,1,1,7,8,9,4,9
Whiskers,Bengal,4.4,34,12,1,1,9,8,10,7,8
Zaiden,Khao Manee,4.2,20,15,1,1,7,6,8,4,9
Peaches,British Shorthair,6.4,25,14,1,1,5,7,4,2,7
Sora,Abyssinian,4.6,21,11,1,0,7,8,8,7,10
Rembrandt,Sphynx,3.3,20,12,0,0,7,7,6,7,9
Penguin,British Shorthair,6.9,25,17,2,1,4,6,4,3,6
Sunshine,Abyssinian,4.0,20,14,1,0,9,8,7,7,9
Whitman,Munchkin,2.5,20,12,1,1,5,7,7,6,9
Cuddlebug,Munchkin,3.4,19,12,1,1,6,8,8,5,7
Sake,British Shorthair,6.6,29,13,1,1,5,6,3,4,6
Zena,Scottish Fold,3.9,21,15,2,2,5,8,5,5,7
Celestia,Sphynx,3.3,20,14,0,0,8,6,5,9,8
Shiro,Khao Manee,3.7,20,16,2,1,7,6,9,5,8
Noodles,Munchkin,3.8,20,14,2,1,6,8,9,6,8
Mai,Sphynx,3.0,26,13,0,0,7,7,5,7,9
Diva,Sphynx,3.9,23,14,0,0,7,5,6,9,7
Soda pop,Bengal,7.6,30,16,2,1,8,8,9,7,8
Tempo,Munchkin,2.7,21,14,1,1,5,7,7,4,8
Escrow,Munchkin,2.7,15,14,1,1,5,8,8,6,8
Slinky,Sphynx,4.0,21,12,0,0,8,7,6,7,8
Ferrari,British Shorthair,5.4,26,17,1,1,4,5,4,2,6
Zippy,British Shorthair,6.5,29,17,2,1,5,6,5,3,6
Kaddish,Khao Manee,4.5,26,12,1,1,6,7,7,3,9
Boo,Siamese,5.8,21,13,1,1,9,7,10,9,9
Judo,Scottish Fold,5.1,23,14,3,2,6,6,5,5,9
Baby Bear,Persian,6.9,32,10,3,3,5,5,4,4,5
Queen,Abyssinian,4.5,23,14,1,0,8,8,8,7,8
Hiroki,Abyssinian,3.3,25,13,1,0,8,6,9,7,9
Ambrosia,Scottish Fold,5.2,26,13,3,2,4,7,6,3,9
Cashmere,Khao Manee,4.2,22,14,2,1,7,6,7,4,9
Elvis,Abyssinian,3.8,22,11,2,0,9,8,9,7,9
Snookums,Scottish Fold,4.8,25,13,2,2,6,8,5,5,8
Norio,British Shorthair,6.8,28,16,2,1,5,6,5,4,8
Lara,Abyssinian,3.5,26,12,2,0,8,8,9,5,8
Buddha,Bengal,7.8,34,15,1,1,8,8,10,6,8
Kenji,Bengal,5.2,30,12,1,1,8,6,9,6,7
Panda,Siamese,3.8,26,14,1,1,9,7,8,8,9
Empress,Munchkin,2.7,15,14,1,1,6,6,9,4,9
Tempo,Persian,3.7,29,12,3,3,4,5,5,3,4
Elvis,Khao Manee,3.5,21,15,2,1,7,8,9,4,10
Hobbes,Persian,5.8,31,11,3,3,5,4,3,4,5
Gemini,Scottish Fold,5.2,20,12,2,2,5,6,5,5,7
Vonnegut,Khao Manee,4.9,21,13,1,1,7,8,7,3,8
Eiko,Persian,4.4,32,11,3,3,5,4,5,2,6
Maiya,Khao Manee,4.0,26,15,1,1,8,6,8,5,10
Katsuro,Munchkin,2.7,16,12,2,1,6,8,9,5,8
Snuggles,Khao Manee,3.7,22,13,1,1,8,8,9,5,10
Zaiden,Persian,3.2,25,11,3,3,3,5,3,2,5
Fonzie,Scottish Fold,3.7,21,13,3,2,4,6,6,5,8
Checkers,Sphynx,3.1,20,14,0,0,8,7,7,7,9
Whitman,British Shorthair,6.7,29,16,2,1,6,7,5,3,8
Mookie,Sphynx,4.8,26,14,0,0,6,7,6,9,9
Mai,Abyssinian,4.6,26,15,1,0,7,7,9,5,8
Jett,Abyssinian,3.7,23,10,2,0,7,8,9,7,10
Yoshi,Khao Manee,3.9,24,15,2,1,8,6,8,4,9
Cosmo,Ragdoll,4.2,31,15,3,2,5,5,5,4,8
Qwerty,Bengal,7.6,29,13,2,1,10,6,10,6,9
Eiko,British Shorthair,4.5,30,15,2,1,5,6,4,3,6
Cookie,British Shorthair,6.7,25,17,1,1,4,6,3,4,6
Feline,Khao Manee,4.9,23,12,2,1,6,6,7,5,10
Suzuki,Bengal,5.8,35,14,1,1,10,6,9,6,8
Frisky,British Shorthair,5.5,28,17,1,1,5,7,3,3,8
Ladybug,Persian,4.6,28,11,3,3,5,4,4,3,4
Ryu,British Shorthair,5.7,25,13,2,1,6,7,4,3,8
Panda,Siamese,3.5,23,15,2,1,8,7,9,8,8
Nibbles,Bengal,6.6,28,15,1,1,9,6,9,6,8
Snickers,Bengal,4.2,29,13,2,1,8,6,9,7,8
Hannibal,Bengal,6.9,26,15,1,1,10,8,10,7,7
Geneva,Scottish Fold,3.8,20,15,3,2,4,8,6,5,9
Mocha,Persian,3.2,27,10,3,3,3,5,3,3,4
Oki,Munchkin,2.9,16,13,2,1,7,7,9,6,9
Chiffon,Sphynx,3.3,21,12,0,0,8,6,7,8,7
Pixie,Sphynx,4.1,22,14,0,0,8,7,7,8,9
Asami,Bengal,5.8,26,16,2,1,9,7,10,8,7
Pixie,Sphynx,4.5,25,12,0,0,8,6,7,9,7
Maui,Sphynx,4.4,23,12,0,0,6,5,7,9,7
Lakshmi,Ragdoll,8.2,28,16,3,2,5,7,4,2,6
Marigold,Ragdoll,4.5,25,14,3,2,4,7,5,3,6
Radar,British Shorthair,5.0,29,15,2,1,5,7,3,3,7
Popcorn,Scottish Fold,4.0,20,13,2,2,4,7,5,4,8
Nutmeg,Khao Manee,4.6,22,16,1,1,6,6,7,3,9
Lollipop,Persian,4.0,26,12,3,3,5,4,5,3,5
Yori,Siamese,3.9,21,15,2,1,7,7,9,10,8
Cotton Candy,British Shorthair,5.2,26,12,1,1,5,6,3,3,7
Hobo,Abyssinian,4.5,25,11,1,0,9,8,7,5,9
Napoleon,Abyssinian,3.5,25,11,1,0,9,7,8,7,10
Fantasy,Sphynx,3.3,23,13,0,0,7,7,6,8,8
Tamako,British Shorthair,4.1,28,14,2,1,4,7,5,3,7
Dizzy,British Shorthair,4.6,28,12,2,1,6,5,4,4,6
Esperanto,Siamese,5.4,21,12,2,1,8,6,9,10,9
Amigo,Scottish Fold,4.3,21,14,3,2,6,7,6,4,7
Hiroshi,Siamese,5.0,20,15,1,1,9,6,8,10,8
Checkers,Siamese,4.7,24,15,1,1,9,8,10,8,10
Geneva,Munchkin,2.2,20,14,1,1,7,8,8,4,7
Cute,Abyssinian,4.8,24,11,1,0,8,8,8,5,10
Zohra,Scottish Fold,3.9,20,13,3,2,6,6,7,3,9
Kioshi,Munchkin,3.9,16,14,1,1,5,7,8,4,9
Katsuo,Persian,3.4,28,10,3,3,5,5,5,3,5
Huggie,Sphynx,4.0,26,13,0,0,7,6,6,9,9
Godfather,Munchkin,3.1,15,14,1,1,7,8,9,5,9
Puggles,Bengal,7.6,28,15,1,1,10,7,10,6,9
Esperanto,Abyssinian,4.1,21,14,1,0,9,8,9,6,8
Orion,Abyssinian,4.3,22,10,1,0,9,6,7,7,10
Sacagawea,Scottish Fold,4.5,20,15,3,2,4,7,6,5,9
Pussycat,Bengal,4.3,34,16,2,1,10,6,9,8,9
Button,Persian,5.6,32,13,3,3,4,6,4,2,6
Booboo,Abyssinian,3.2,26,14,1,0,7,6,7,7,9
Furrball,British Shorthair,6.7,27,14,1,1,4,5,3,3,8
Eliazar,Sphynx,4.6,26,14,0,0,8,6,6,8,8
Champ,Persian,5.2,31,11,3,3,3,4,5,2,6
Fluffikins,Khao Manee,3.6,20,16,1,1,7,7,7,4,8
Daisuke,Ragdoll,5.4,26,16,3,2,3,7,4,4,8
Dejavu,Sphynx,4.4,27,12,0,0,6,5,5,9,7
Button,Sphynx,4.2,23,12,0,0,8,7,5,9,7
Elvis,Scottish Fold,5.9,23,14,3,2,6,6,7,5,8
Tempo,Khao Manee,3.0,22,14,1,1,8,8,9,5,9
Blueberry,Munchkin,3.6,16,13,2,1,5,6,7,5,8
Nobu,Siamese,3.4,20,15,2,1,8,7,10,10,8
Love Bug,Bengal,5.8,31,15,2,1,10,7,9,6,7
Popcorn,British Shorthair,6.6,28,12,1,1,4,6,3,3,7
Sushi,Siamese,3.4,22,14,1,1,8,7,10,10,9
Olympia,British Shorthair,6.4,26,13,2,1,5,5,3,3,8
Jiggles,Khao Manee,4.5,25,16,2,1,6,7,9,4,10
Jasmine,Khao Manee,3.8,26,13,1,1,6,8,8,4,8
Ken,Khao Manee,4.1,26,16,1,1,6,6,9,5,9
Sunshine,Sphynx,4.6,20,14,0,0,6,5,6,8,7
Nietzsche,Ragdoll,5.6,25,12,3,2,5,7,5,2,6
Aurora,Bengal,4.5,29,12,1,1,9,6,9,8,7
Fuku,Munchkin,3.1,19,13,2,1,5,6,9,6,7
Chiffon,Persian,7.0,31,12,3,3,4,5,4,2,6
Sugar,Siamese,3.2,22,14,1,1,9,7,9,9,10
Claws,British Shorthair,6.5,29,12,1,1,4,7,3,4,6
Tabby,Persian,4.7,28,11,3,3,3,5,3,2,4
Maui,Ragdoll,6.2,25,13,3,2,3,6,5,2,7
Ivory,British Shorthair,4.1,28,12,1,1,5,5,5,4,8
Unique,British Shorthair,6.1,29,16,1,1,5,7,5,4,6
Moonbeam,Bengal,4.6,29,16,2,1,9,8,10,6,8
Makoto,Khao Manee,4.3,20,15,1,1,6,7,8,3,8
Kioshi,Persian,5.2,29,13,3,3,3,6,5,2,6
Lagos,Persian,5.5,32,15,3,3,5,5,4,2,6
Ramses,Munchkin,3.7,21,14,1,1,6,7,7,6,7
Moses,Ragdoll,8.7,27,17,3,2,3,5,6,2,8
Yamaha,Abyssinian,4.9,20,10,2,0,7,6,9,7,8
Blueberry,Persian,7.0,28,15,3,3,5,5,5,2,6
Rei,Siamese,6.0,24,13,1,1,8,7,8,10,10
Momo,Munchkin,3.1,15,14,1,1,6,8,9,5,8
Puggles,Sphynx,3.4,21,13,0,0,6,5,7,7,9
Boo,Ragdoll,4.1,26,13,3,2,3,6,5,3,6
Hunny Bunny,Ragdoll,7.7,32,16,3,2,3,7,5,3,7
Velvet,Khao Manee,4.0,20,14,2,1,8,8,8,3,10
Daisy,British Shorthair,4.4,25,16,1,1,5,7,3,3,8
Pixie,Scottish Fold,5.3,25,13,2,2,5,7,7,5,7
Leia,Munchkin,3.2,16,14,2,1,6,6,9,5,9
Mittens,Khao Manee,4.5,23,12,2,1,8,8,9,3,8
Koji,Ragdoll,5.8,30,14,3,2,3,5,6,4,8
Poppy,Khao Manee,4.9,22,16,2,1,7,7,8,4,10
Riggles,Sphynx,4.0,22,13,0,0,8,6,7,7,9
Amaya,Scottish Fold,5.7,24,14,3,2,4,6,6,5,9
Angelic,Scottish Fold,5.9,23,14,2,2,6,6,5,5,9
Blueberry,Siamese,4.3,24,15,1,1,7,8,8,9,8
Rishi,Khao Manee,3.0,21,13,1,1,8,8,9,3,9
Katsuo,Munchkin,2.4,20,14,2,1,5,7,9,5,9
Teacup,Sphynx,3.4,24,12,0,0,6,7,5,9,7
Puggles,Abyssinian,3.4,20,15,2,0,9,6,8,6,10
Hiromi,Abyssinian,3.2,23,12,2,0,8,8,7,6,8
Nintendo,Munchkin,2.0,15,12,1,1,5,7,9,5,9
Eri,British Shorthair,5.3,29,15,2,1,6,7,5,2,7
Hiroshi,Ragdoll,6.3,27,12,3,2,5,6,4,3,8
Goldilocks,Bengal,7.7,26,13,2,1,9,8,10,6,9
Napoleon,British Shorthair,4.9,28,17,1,1,5,5,3,2,6
Snuggles,British Shorthair,5.4,28,13,2,1,4,6,4,3,7
Pumpkin,Persian,4.4,25,11,3,3,3,5,5,2,6
Feline,Persian,5.2,25,13,3,3,5,5,3,4,4
Rei,Sphynx,3.3,24,12,0,0,8,6,7,7,9
Dewdrop,Siamese,5.1,20,15,2,1,8,6,9,8,8
Yukio,Scottish Fold,4.0,20,13,2,2,5,7,7,3,7
Yuki,Khao Manee,4.0,25,14,1,1,8,6,9,3,10
Chipmunk,Munchkin,3.7,15,12,2,1,5,8,8,4,8
Elvis,Sphynx,3.9,25,12,0,0,8,6,6,8,8
Fuzzie,Scottish Fold,4.3,21,13,3,2,5,7,7,4,7
Toshi,Bengal,6.6,29,14,2,1,9,8,9,8,8
Celestia,British Shorthair,7.0,28,15,1,1,4,7,3,2,8
Amaya,Persian,4.3,25,14,3,3,5,6,4,4,6
Cassava,Khao Manee,4.6,24,13,1,1,8,6,7,3,8
Warrior,Scottish Fold,4.4,24,12,3,2,5,6,5,5,8
Nesca,British Shorthair,5.7,25,12,2,1,4,7,5,3,7
Maui,Munchkin,2.0,15,14,2,1,5,7,9,4,7
Isao,Persian,4.3,26,12,3,3,4,4,3,3,5
Avalon,Bengal,6.6,27,16,2,1,10,7,9,6,9
Yukio,Abyssinian,4.8,25,13,1,0,7,7,8,7,10
Hazel,Scottish Fold,5.4,21,15,2,2,5,7,5,4,9
Tamika,Ragdoll,7.3,30,14,3,2,5,7,4,2,8
Fluffikins,Persian,4.3,30,14,3,3,3,5,3,2,4
Misty,Bengal,4.6,25,13,2,1,10,7,9,8,9
Muggles,British Shorthair,5.7,26,15,2,1,6,6,3,3,8
Yuki,Munchkin,2.3,16,12,2,1,5,6,7,5,9
Cuddles,Munchkin,3.4,21,14,1,1,6,7,7,6,8
Siddhartha,Bengal,6.1,27,16,1,1,9,8,10,7,7
Springsteen,Bengal,7.7,27,13,2,1,8,7,10,6,7
Masi,British Shorthair,5.7,26,14,2,1,5,5,4,2,8
Harmonica,Abyssinian,4.1,22,11,2,0,9,6,7,5,9
Hideo,Ragdoll,5.4,32,16,3,2,3,5,5,2,7
Blossom,Sphynx,4.3,25,14,0,0,6,5,7,8,9
Yoko,Persian,3.8,30,12,3,3,3,6,3,2,5
Hiro,Scottish Fold,5.6,25,12,3,2,4,8,5,3,8
Victor,Persian,5.6,26,13,3,3,4,4,5,4,4
Hiroki,Abyssinian,3.9,22,12,1,0,8,6,8,7,9
Dejavu,Siamese,3.1,21,12,2,1,7,8,9,9,10
Oki,Persian,5.7,25,13,3,3,5,5,5,2,5
Avalon,Khao Manee,4.8,22,16,1,1,6,8,9,3,10
Bonbon,Sphynx,3.2,27,14,0,0,6,7,5,8,8
Michio,British Shorthair,4.3,28,16,1,1,6,5,3,2,6
Princess,Ragdoll,7.0,26,14,3,2,5,5,6,4,7
Ivy,Khao Manee,4.0,24,12,1,1,8,8,8,4,8
Rosie,Ragdoll,4.4,31,13,3,2,5,6,5,4,8
Calix,Munchkin,2.6,18,14,1,1,6,7,9,4,9
Panda,Bengal,6.6,35,14,1,1,9,6,10,7,8
Rosie,Scottish Fold,5.5,22,15,2,2,4,7,6,5,8
Geronimo,Siamese,5.3,22,13,1,1,8,7,9,10,10
Jujube,Scottish Fold,4.4,20,12,3,2,6,8,6,5,9
Butterfly,Siamese,5.8,25,12,2,1,8,7,9,8,9
Hazel,Ragdoll,6.4,28,15,3,2,3,5,5,2,6
Vonnegut,Ragdoll,4.4,30,14,3,2,5,5,6,2,6
Hazel,Khao Manee,3.7,24,16,2,1,7,8,8,5,10
Lagos,Ragdoll,5.4,30,15,3,2,5,7,5,2,8
Dejavu,British Shorthair,4.6,25,17,2,1,6,5,5,4,8
Maeko,Abyssinian,4.1,25,10,2,0,8,6,7,6,10
Cotton Candy,Munchkin,3.4,21,13,1,1,6,8,9,5,9
Blossom,Siamese,4.1,22,15,2,1,9,8,9,8,8
Lancelot,British Shorthair,6.9,29,13,2,1,4,7,4,4,7
Nintendo,Munchkin,2.2,16,12,1,1,7,8,9,6,8
Pharaoh,Khao Manee,3.4,23,13,1,1,6,7,7,4,10
Hisoka,Ragdoll,4.7,28,12,3,2,5,7,6,2,6
Juliette,Ragdoll,5.0,27,15,3,2,4,6,6,4,8
Shiro,Sphynx,4.9,21,13,0,0,8,7,6,7,7
Sweetie,Scottish Fold,4.8,25,15,3,2,6,8,5,5,8
Judo,Persian,3.4,32,12,3,3,4,6,3,4,6
Navajo,Ragdoll,6.1,28,14,3,2,4,7,5,3,7
Rumi,Siamese,5.3,22,13,1,1,8,7,10,10,8
Cricket,Siamese,4.4,20,12,2,1,9,7,8,8,9
Ambrosia,Bengal,5.2,34,16,1,1,9,7,9,8,9
Sparkles,British Shorthair,6.7,27,15,2,1,4,5,4,3,8
Shiro,Bengal,5.8,26,12,2,1,9,7,10,8,9
Hugo,Persian,4.1,29,14,3,3,4,4,3,4,6
Boo,Sphynx,4.3,22,14,0,0,7,6,5,7,8
Marigold,Munchkin,2.7,16,13,2,1,7,7,7,4,9
Aragorn,Bengal,7.4,25,14,1,1,9,7,9,7,9
Juro,Khao Manee,3.0,26,13,2,1,8,8,9,4,8
Rosie,Siamese,3.6,21,15,1,1,9,6,8,9,9
Snugums,Bengal,5.7,29,13,2,1,10,8,10,8,9
Lara,Siamese,3.7,22,14,1,1,9,6,8,8,9
Pele,British Shorthair,4.2,27,15,1,1,4,6,3,4,6
Wiggles,British Shorthair,6.7,25,16,1,1,4,7,3,4,8
Morocco,Khao Manee,4.9,21,12,1,1,7,7,9,5,8
Snookums,Abyssinian,4.6,20,11,1,0,8,8,9,6,9
Domino,Persian,3.7,25,10,3,3,3,5,5,3,6
Lagos,Abyssinian,3.3,25,13,2,0,8,6,8,6,9
Licorice,Persian,6.3,32,15,3,3,5,5,5,3,4
Kabuki,Ragdoll,4.0,27,14,3,2,4,7,5,3,7
Akira,Khao Manee,4.2,21,16,2,1,7,8,7,3,9
Goldie,Khao Manee,4.2,20,12,1,1,6,7,9,3,10
Squanto,Persian,6.4,31,15,3,3,4,5,5,3,6
Kaddish,Ragdoll,7.2,28,17,3,2,5,6,4,2,8
Bento,Siamese,4.4,21,14,1,1,8,8,10,8,9
Euclid,British Shorthair,4.5,26,16,2,1,6,7,3,2,6
Haruko,Scottish Fold,3.8,21,14,3,2,6,8,5,3,9
Angel,Siamese,4.8,23,13,2,1,9,6,8,9,9
Enerla,Bengal,5.5,33,13,1,1,9,7,9,8,8
Shiro,Abyssinian,4.8,23,15,1,0,7,6,9,7,9
Dumpling,Siamese,3.9,20,13,1,1,9,8,10,10,10
Taffy,Abyssinian,4.7,23,13,1,0,8,6,7,7,8
Bento,Bengal,5.0,28,15,2,1,9,7,10,6,7
Leia,Persian,4.6,31,14,3,3,4,5,5,3,6
Noodles,Sphynx,3.9,22,13,0,0,8,7,5,7,7
Michio,Persian,5.4,26,15,3,3,3,5,3,2,6
Noriko,Munchkin,2.2,20,12,1,1,5,7,7,6,9
Dizzy,Khao Manee,5.0,21,12,1,1,8,6,7,5,9
Soda pop,Sphynx,3.7,20,13,0,0,6,5,6,7,9
Aurora,Persian,5.4,31,10,3,3,5,4,3,3,5
Whitman,Ragdoll,5.3,32,13,3,2,4,5,6,2,6
Tamika,Bengal,6.3,35,15,2,1,9,6,10,8,9
Willow,Persian,3.0,30,13,3,3,5,5,4,2,4
Hobbes,Siamese,4.3,24,12,2,1,9,6,9,8,9
Enerla,Scottish Fold,3.2,21,12,3,2,4,7,5,4,9
Lancelot,Ragdoll,8.5,26,15,3,2,3,5,5,2,6
Aurora,Scottish Fold,3.7,22,14,2,2,4,6,6,4,8
Sweetness,Ragdoll,5.1,32,13,3,2,4,5,5,4,6
Angelic,British Shorthair,5.5,28,15,2,1,6,6,3,4,6
Whiskers,Abyssinian,3.2,20,14,2,0,7,8,8,5,9
Marie,Scottish Fold,5.7,25,14,2,2,5,6,7,4,7
Yukio,Siamese,5.1,26,13,2,1,8,6,8,9,10
Biscuit,British Shorthair,4.2,25,16,1,1,5,6,4,2,7
Hobbes,Abyssinian,4.2,22,13,2,0,7,6,8,6,8
Fuzzie,Munchkin,2.8,16,13,1,1,5,6,7,4,8
Calypso,Scottish Fold,3.1,21,15,3,2,6,7,6,5,9
Nutmeg,Persian,4.5,25,13,3,3,3,4,5,2,4
Rickles,Persian,5.6,32,13,3,3,5,4,4,2,4
Reiko,Ragdoll,7.4,28,15,3,2,3,5,5,2,6
Eliazar,Persian,4.6,32,12,3,3,5,4,5,4,4
Iggy,Munchkin,2.2,19,14,1,1,7,6,7,4,8
Muppet,Sphynx,5.0,21,14,0,0,6,5,7,9,9
Sakura,Ragdoll,7.3,32,14,3,2,4,6,5,2,7
Puggles,British Shorthair,4.0,27,16,2,1,4,7,3,3,8
Polkadot,Munchkin,3.3,17,14,2,1,5,7,7,6,9
Quinella,Sphynx,3.1,27,12,0,0,7,6,5,7,9
Michio,Scottish Fold,5.2,24,15,2,2,5,8,7,4,9
Fonzie,Abyssinian,4.3,23,10,2,0,9,8,8,7,8
Fuzzie,Khao Manee,3.6,20,14,1,1,7,8,7,3,10
Nietzsche,Ragdoll,4.3,26,12,3,2,3,7,4,4,6
Booboo Beans,Siamese,3.5,20,12,2,1,8,6,8,9,10
Lara,Abyssinian,3.6,25,10,1,0,9,6,8,5,10
Popcorn,Khao Manee,4.4,26,16,1,1,7,7,9,5,10
Hana,Bengal,5.9,29,13,1,1,9,8,10,8,9
Rainbow,Sphynx,4.1,22,13,0,0,8,5,7,7,8
Cashmere,British Shorthair,5.0,26,17,1,1,6,5,4,3,8
Beowulf,Khao Manee,3.2,21,15,1,1,8,8,8,3,10
Cute,Sphynx,4.6,24,13,0,0,6,6,5,9,9
Hiromi,Ragdoll,6.5,30,16,3,2,4,6,4,4,7
Banjo,Munchkin,2.4,16,12,1,1,5,6,9,6,8
Rosie,Munchkin,2.6,15,14,1,1,7,7,8,6,9
Lagos,Siamese,4.4,25,13,2,1,9,8,9,8,9
Makoto,Siamese,3.9,21,14,1,1,7,7,10,9,10
Buttercup,Munchkin,2.7,17,13,1,1,6,8,9,6,7
Tamako,Bengal,6.3,29,16,2,1,9,6,10,6,7
Reiko,Ragdoll,4.3,32,16,3,2,3,6,6,4,8
Butterbean,Khao Manee,4.6,21,13,2,1,7,8,9,3,9
Cookie,Khao Manee,3.9,20,12,1,1,6,8,8,5,8
Keiko,Siamese,6.0,21,14,2,1,7,6,8,10,10
Flipper,Scottish Fold,3.5,25,12,2,2,5,8,6,4,7
Bunny,Ragdoll,8.8,32,17,3,2,3,7,4,3,6
Polkadot,Abyssinian,4.8,26,14,1,0,9,6,7,5,8
Lucky,Khao Manee,4.3,24,16,1,1,7,8,8,4,10
Kaddish,Persian,3.3,31,12,3,3,3,4,5,4,6
Guinevere,Munchkin,2.7,21,12,2,1,7,7,7,5,8
Gumdrop,Abyssinian,3.3,25,10,2,0,8,8,8,5,8
Suki,British Shorthair,4.6,26,15,1,1,5,5,4,4,6
Augustus,Khao Manee,4.6,26,15,2,1,6,7,9,3,8
Maeko,Siamese,4.7,20,12,1,1,8,6,10,8,9
Gala,Scottish Fold,3.4,20,15,2,2,5,7,6,5,9
Cashmere,Siamese,4.2,22,14,2,1,8,6,10,9,8
Tinkerbell,Scottish Fold,5.0,25,15,3,2,4,8,7,4,7
Minoru,Ragdoll,4.6,29,17,3,2,4,5,5,4,8
Snuggles,Ragdoll,7.2,26,17,3,2,3,5,6,3,7
Trixie,Scottish Fold,3.2,25,12,2,2,5,8,7,5,7
Cookie,Scottish Fold,3.8,22,15,3,2,5,8,6,3,9
Ginger,Bengal,5.2,26,15,2,1,9,7,9,8,8
Blackberry,Ragdoll,8.1,31,14,3,2,5,5,4,4,7
Schmoopy,Ragdoll,4.7,27,14,3,2,3,6,4,2,6
Icicles,Ragdoll,5.4,29,12,3,2,5,7,6,4,7
Regala,Khao Manee,4.2,25,16,2,1,7,8,9,3,9
Twinkle,Sphynx,3.8,25,13,0,0,7,6,7,9,7
Logo,Siamese,4.2,25,14,2,1,7,6,9,10,10
Calypso,Scottish Fold,4.5,25,12,3,2,4,7,7,3,8
Twinkles,Khao Manee,4.4,25,14,2,1,7,7,8,5,10
More,Scottish Fold,5.2,22,15,2,2,6,8,5,5,9
Zorro,Siamese,4.8,25,12,2,1,7,8,9,9,9
Calypso,Khao Manee,4.2,25,15,2,1,7,7,8,3,8
Pickles,Siamese,3.7,26,12,1,1,7,6,8,9,9
Eliazar,Scottish Fold,3.2,24,13,3,2,6,8,5,5,7
Ayame,Scottish Fold,5.1,25,12,2,2,6,7,7,5,9
Maru,Ragdoll,5.3,28,17,3,2,5,7,5,3,7
Muffin,Persian,6.3,32,10,3,3,3,4,5,3,4
Kenji,Siamese,3.2,23,15,1,1,7,7,9,8,10
Arwa,Siamese,5.9,21,15,1,1,7,8,9,10,8
Houdini,Abyssinian,3.6,21,10,1,0,7,7,8,5,8
Hiroshi,Persian,5.8,30,11,3,3,4,5,5,3,6
Nibs,Siamese,3.9,20,14,2,1,9,7,10,10,10
Cuddles,Ragdoll,4.1,29,15,3,2,5,7,4,3,7
Hickle,Bengal,6.3,25,12,1,1,8,8,9,8,7
Velvet,Ragdoll,6.1,26,12,3,2,3,7,6,3,6
Ozzy,Persian,6.3,31,14,3,3,5,4,3,2,6
Jun,Khao Manee,4.3,21,12,2,1,7,8,7,3,10
Bumble,Siamese,3.6,23,15,1,1,9,7,8,9,10
YinYang,Siamese,4.8,26,13,2,1,9,8,8,8,9
Enigma,Sphynx,4.8,26,12,0,0,6,6,7,9,9
Keiko,Khao Manee,3.9,22,16,2,1,8,8,7,3,9
Akihiko,Sphynx,3.8,26,14,0,0,8,6,5,9,8
Galileo,Ragdoll,7.0,29,17,3,2,4,7,4,2,8
Trinity,British Shorthair,5.6,26,13,1,1,4,5,5,4,8
Penelope,Khao Manee,4.3,26,15,1,1,6,8,8,5,10
Hideki,Abyssinian,4.1,25,14,2,0,8,6,9,6,10
Rumi,Munchkin,3.1,20,12,2,1,5,8,8,6,9
Goofy,Scottish Fold,4.2,26,13,3,2,4,8,6,3,8
